ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
748;Текстильщики, вход-выход 2 в восточный вестибюль;37.733577;55.7090224;Текстильщики;Таганско-Краснопресненская линия;3;3;
743;Текстильщики, вход-выход 1 в западный вестибюль;37.7298615;55.7083382;Текстильщики;Таганско-Краснопресненская линия;5;5;
750;Текстильщики, вход-выход 4 в восточный вестибюль;37.7335712;55.7095572;Текстильщики;Таганско-Краснопресненская линия;3;3;
747;Текстильщики, вход-выход 1 в восточный вестибюль;37.7332301;55.7090285;Текстильщики;Таганско-Краснопресненская линия;3;3;
186;Домодедовская, вход-выход 3 в южный вестибюль;37.720775;55.611579;Домодедовская;Замоскворецкая линия;6;6;
186;Домодедовская, вход-выход 3 в южный вестибюль;37.720775;55.611579;Домодедовская;Замоскворецкая линия;6;6;
196;Алма-Атинская, вход в южный вестибюль;37.7650605;55.6334736;Алма-Атинская;Замоскворецкая линия;4;4;
201;Площадь Ильича, вход-выход 2 в вестибюль;37.6790124;55.7464401;Площадь Ильича;Калининская линия;4;4;
202;Площадь Ильича, вход-выход 3 в вестибюль;37.680107;55.746918;Площадь Ильича;Калининская линия;4;4;
203;Площадь Ильича, вход-выход 4 в вестибюль;37.6812921;55.7464581;Площадь Ильича;Калининская линия;4;4;
214;Шоссе Энтузиастов, вход-выход 2 в вестибюль;37.7513205;55.758464;Шоссе Энтузиастов;Калининская линия;4;4;
215;Шоссе Энтузиастов, вход-выход 3 в вестибюль;37.751679;55.758443;Шоссе Энтузиастов;Калининская линия;4;4;
218;Перово, вход-выход 2 в западный вестибюль;37.7847758;55.7512317;Перово;Калининская линия;6;6;
184;Домодедовская, вход-выход 1 из южного вестибюля;37.720523;55.610832;Домодедовская;Замоскворецкая линия;;;
312;Шаболовская, вход в вестибюль;37.6081344;55.718765;Шаболовская;Калужско-Рижская линия;5;5;
431;Шипиловская, вход-выход 1 в северный вестибюль;37.7439051;55.6221781;Шипиловская;Люблинско-Дмитровская линия;1;2;
428;Шипиловская, вход-выход 1 в южный вестибюль;37.7442272;55.62029;Шипиловская;Люблинско-Дмитровская линия;1;2;
432;Шипиловская, вход-выход 2 в северный вестибюль;37.7425049;55.6221086;Шипиловская;Люблинско-Дмитровская линия;1;2;
86;Щёлковская, вход-выход 4 в северный вестибюль;37.798293;55.810383;Щёлковская;Арбатско-Покровская линия;8;8;
85;Щёлковская, вход-выход 3 в северный вестибюль;37.798307;55.810051;Щёлковская;Арбатско-Покровская линия;8;8;
87;Щёлковская, вход-выход 1 в южный вестибюль;37.798438;55.808367;Щёлковская;Арбатско-Покровская линия;7;7;
83;Щёлковская, вход-выход 1 в северный вестибюль;37.798843;55.81041;Щёлковская;Арбатско-Покровская линия;8;8;
84;Щёлковская, вход-выход 2 в северный вестибюль;37.798851;55.810063;Щёлковская;Арбатско-Покровская линия;8;8;
88;Щёлковская, вход-выход 2 в южный вестибюль;37.798854;55.808374;Щёлковская;Арбатско-Покровская линия;7;7;
811;Щукинская, вход-выход 1 во 2-й вестибюль;37.4629558;55.8089913;Щукинская;Таганско-Краснопресненская линия;4;4;
812;Щукинская, вход-выход 2 во 2-й вестибюль;37.4632352;55.8093474;Щукинская;Таганско-Краснопресненская линия;4;4;
814;Щукинская, вход-выход 2 в 1-й вестибюль;37.4654909;55.8077329;Щукинская;Таганско-Краснопресненская линия;4;4;
813;Щукинская, вход-выход 1 в 1-й вестибюль;37.465866;55.807997;Щукинская;Таганско-Краснопресненская линия;4;4;
69;Электрозаводская, вход в вестибюль;37.705514;55.782136;Электрозаводская;Арбатско-Покровская линия;5;5;
618;Юго-Западная, вход-выход 3 в южный вестибюль;37.4820889;55.6627839;Юго-Западная;Сокольническая линия;7;7;
619;Юго-Западная, вход-выход 4 в южный вестибюль;37.4821613;55.6629904;Юго-Западная;Сокольническая линия;7;7;
616;Юго-Западная, вход-выход 1 в южный вестибюль;37.4831377;55.6625384;Юго-Западная;Сокольническая линия;7;7;
621;Юго-Западная, вход-выход 2 в северный вестибюль;37.4842914;55.6645394;Юго-Западная;Сокольническая линия;6;6;
620;Юго-Западная, вход-выход 1 в северный вестибюль;37.4841919;55.6643713;Юго-Западная;Сокольническая линия;6;6;
617;Юго-Западная, вход-выход 2 в южный вестибюль;37.4832504;55.6627638;Юго-Западная;Сокольническая линия;7;7;
622;Юго-Западная, вход-выход 3 в северный вестибюль;37.4831888;55.6646016;Юго-Западная;Сокольническая линия;6;6;
623;Юго-Западная, вход-выход 4 в северный вестибюль;37.4833208;55.6647681;Юго-Западная;Сокольническая линия;6;6;
528;Южная, вход-выход 1 в южный вестибюль;37.6077169;55.6213608;Южная;Серпуховско-Тимирязевская линия;3;3;
532;Южная, вход-выход 1 в северный вестибюль;37.6090425;55.6235439;Южная;Серпуховско-Тимирязевская линия;4;4;
530;Южная, вход-выход 3 в южный вестибюль;37.6090099;55.6209851;Южная;Серпуховско-Тимирязевская линия;3;3;
534;Южная, вход-выход 3 в северный вестибюль;37.6098201;55.623323;Южная;Серпуховско-Тимирязевская линия;4;4;
474;Сретенский бульвар, вход-выход 1 в вестибюль;37.6364478;55.7662971;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
572;Цветной бульвар, выход из вестибюля;37.6207183;55.7715912;Цветной бульвар;Серпуховско-Тимирязевская линия;;;
578;Савёловская, вход-выход 3 в вестибюль;37.5897883;55.7940228;Савёловская;Серпуховско-Тимирязевская линия;7;10;
579;Савёловская, вход-выход 4 в вестибюль;37.5899754;55.7939837;Савёловская;Серпуховско-Тимирязевская линия;7;10;
580;Савёловская, вход-выход 5 в вестибюль;37.5902811;55.7938965;Савёловская;Серпуховско-Тимирязевская линия;7;10;
581;Савёловская, вход-выход 6 в вестибюль;37.5900074;55.7936152;Савёловская;Серпуховско-Тимирязевская линия;7;10;
587;Тимирязевская, вход-выход 2 в вестибюль;37.5749218;55.8190858;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
588;Тимирязевская, вход-выход 3 в вестибюль;37.5743134;55.8189829;Тимирязевская;Серпуховско-Тимирязевская линия;3;6;19.07.2018-06.09.2018
429;Шипиловская, вход-выход 2 в южный вестибюль;37.7432401;55.6201443;Шипиловская;Люблинско-Дмитровская линия;1;2;
242;Ясенево, вход-выход 3 в южный вестибюль;37.5348837;55.6055443;Ясенево;Калужско-Рижская линия;4;4;
240;Ясенево, вход-выход 1 в южный вестибюль;37.5351978;55.6061274;Ясенево;Калужско-Рижская линия;4;4;
244;Ясенево, вход-выход 1 в северный вестибюль;37.5329575;55.6066073;Ясенево;Калужско-Рижская линия;4;4;
246;Ясенево, вход-выход 3 в северный вестибюль;37.5314215;55.6065836;Ясенево;Калужско-Рижская линия;4;4;
245;Ясенево, вход-выход 2 в северный вестибюль;37.5316246;55.6068801;Ясенево;Калужско-Рижская линия;4;4;
247;Ясенево, вход-выход 4 в северный вестибюль;37.5312065;55.606294;Ясенево;Калужско-Рижская линия;4;4;
243;Ясенево, вход-выход 4 в южный вестибюль;37.5343397;55.6056622;Ясенево;Калужско-Рижская линия;4;4;
241;Ясенево, вход-выход 2 в южный вестибюль;37.5346237;55.6062454;Ясенево;Калужско-Рижская линия;4;4;
571;Цветной бульвар, вход в вестибюль;37.620712;55.77174;Цветной бульвар;Серпуховско-Тимирязевская линия;4;4;
120;Аэропорт, выход из южного вестибюля;37.5341845;55.8000529;Аэропорт;Замоскворецкая линия;;;
179;Домодедовская, вход-выход 4 в северный вестибюль;37.7172912;55.6099419;Домодедовская;Замоскворецкая линия;6;6;
181;Домодедовская, вход-выход 6 в северный вестибюль;37.716669;55.610644;Домодедовская;Замоскворецкая линия;6;6;
183;Домодедовская, вход-выход 8 в северный вестибюль;37.7180771;55.6112163;Домодедовская;Замоскворецкая линия;6;6;
498;Бульвар Дмитрия Донского, вход-выход 4 в южный вестибюль;37.5752373;55.5686707;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
497;Бульвар Дмитрия Донского, вход-выход 3 в южный вестибюль;37.5759726;55.5685216;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
93;Улица Скобелевская, вход-выход в северный вестибюль;37.5562869;55.5484399;Улица Скобелевская;Бутовская линия Лёгкого метро;2;2;
752;Выхино, вход-выход 2 в вестибюль;37.8186793;55.7154339;Выхино;Таганско-Краснопресненская линия;13;13;
717;Жулебино, вход-выход 1 во 2-й вестибюль;37.856904;55.6864963;Жулебино;Таганско-Краснопресненская линия;3;3;
143;Каширская, выход 1 из южного вестибюля;37.6477302;55.654154;Каширская;Замоскворецкая линия;;;
144;Каширская, выход 2 из южного вестибюля;37.6473058;55.6543598;Каширская;Замоскворецкая линия;;;
146;Каширская, выход 1 из северного вестибюля;37.6500394;55.6557509;Каширская;Замоскворецкая линия;;;
147;Каширская, выход 2 из северного вестибюля;37.6496074;55.6559507;Каширская;Замоскворецкая линия;;;
148;Кантемировская, вход-выход 1 в северный вестибюль;37.6555602;55.6365141;Кантемировская;Замоскворецкая линия;3;3;
153;Кантемировская, вход-выход 3 в южный вестибюль;37.6578451;55.6348855;Кантемировская;Замоскворецкая линия;3;3;
155;Автозаводская, выход из южного вестибюля;37.65718;55.7063464;Автозаводская;Замоскворецкая линия;;;
175;Орехово, выход из южного вестибюля;37.69575;55.612338;Орехово;Замоскворецкая линия;;;
176;Домодедовская, вход-выход 1 в северный вестибюль;37.7182568;55.6100889;Домодедовская;Замоскворецкая линия;6;6;
475;Сретенский бульвар, вход-выход 2 в вестибюль;37.6366915;55.7663191;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
478;Сретенский бульвар, вход-выход 5 в вестибюль;37.6369278;55.7653338;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
479;Сретенский бульвар, вход-выход 6 в вестибюль;37.636606;55.765481;Сретенский бульвар;Люблинско-Дмитровская линия;9;2;
481;Трубная, вход-выход 2 в вестибюль;37.62208;55.7678481;Трубная;Люблинско-Дмитровская линия;3;3;
482;Достоевская, вход-выход 1 в вестибюль;37.6141122;55.7816457;Достоевская;Люблинско-Дмитровская линия;4;4;
483;Достоевская, вход-выход 2 в вестибюль;37.6139377;55.7812483;Достоевская;Люблинско-Дмитровская линия;4;4;
484;Достоевская, вход-выход 3 в вестибюль;37.6135538;55.781203;Достоевская;Люблинско-Дмитровская линия;4;4;
486;Марьина роща, вход-выход 2 в южный вестибюль;37.6159976;55.793738;Марьина роща;Люблинско-Дмитровская линия;4;4;
495;Бульвар Дмитрия Донского, вход-выход 1 в южный вестибюль;37.5766378;55.5679508;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
496;Бульвар Дмитрия Донского, вход-выход 2 в южный вестибюль;37.5768837;55.5682907;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
499;Бульвар Дмитрия Донского, вход-выход 1 в северный вестибюль;37.5779622;55.5699197;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
500;Бульвар Дмитрия Донского, вход-выход 2 в северный вестибюль;37.5782141;55.5702545;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
503;Бульвар Дмитрия Донского, вход-выход 5 в северный вестибюль;37.5766966;55.5706249;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;6;6;
506;Аннино, вход-выход 2 в северный вестибюль;37.5971905;55.5835081;Аннино;Серпуховско-Тимирязевская линия;5;5;
514;Улица академика Янгеля, вход-выход 3 в северный вестибюль;37.601979;55.596086;Улица академика Янгеля;Серпуховско-Тимирязевская линия;6;6;
521;Пражская, вход-выход 6 в южный вестибюль;37.602867;55.6104776;Пражская;Серпуховско-Тимирязевская линия;7;7;
523;Пражская, вход-выход 8 в южный вестибюль;37.6044868;55.6106299;Пражская;Серпуховско-Тимирязевская линия;7;7;
525;Пражская, вход-выход 2 в северный вестибюль;37.6047011;55.613286;Пражская;Серпуховско-Тимирязевская линия;6;6;
527;Пражская, вход-выход 4 в северный вестибюль;37.60417;55.613371;Пражская;Серпуховско-Тимирязевская линия;6;6;
529;Южная, вход-выход 2 в южный вестибюль;37.6079826;55.6211368;Южная;Серпуховско-Тимирязевская линия;3;3;
531;Южная, вход-выход 4 в южный вестибюль;37.6092995;55.6216015;Южная;Серпуховско-Тимирязевская линия;3;3;
533;Южная, вход-выход 2 в северный вестибюль;37.6085884;55.6233815;Южная;Серпуховско-Тимирязевская линия;4;4;
535;Южная, вход-выход 4 в северный вестибюль;37.6097177;55.6228155;Южная;Серпуховско-Тимирязевская линия;4;4;
537;Чертановская, выход из южного вестибюля;37.6079182;55.6398206;Чертановская;Серпуховско-Тимирязевская линия;;;
538;Чертановская, вход-выход 1 в северный вестибюль;37.6049276;55.641717;Чертановская;Серпуховско-Тимирязевская линия;5;5;
539;Чертановская, вход-выход 2 в северный вестибюль;37.6052253;55.6418638;Чертановская;Серпуховско-Тимирязевская линия;5;5;
541;Чертановская, вход-выход 4 в северный вестибюль;37.6055584;55.6405152;Чертановская;Серпуховско-Тимирязевская линия;5;5;
542;Чертановская, вход-выход 5 в северный вестибюль;37.605735;55.6404472;Чертановская;Серпуховско-Тимирязевская линия;5;5;
557;Нагатинская, вход-выход 4 в южный вестибюль;37.620974;55.68186;Нагатинская;Серпуховско-Тимирязевская линия;6;6;
559;Нагатинская, вход-выход 2 в северный вестибюль;37.6236051;55.684112;Нагатинская;Серпуховско-Тимирязевская линия;4;4;
560;Нагатинская, вход-выход 3 в северный вестибюль;37.623651;55.6838692;Нагатинская;Серпуховско-Тимирязевская линия;4;4;
567;Чеховская, вход-выход 1 в вестибюль;37.6081884;55.7660404;Чеховская;Серпуховско-Тимирязевская линия;5;5;
568;Чеховская, вход-выход 2 в вестибюль;37.6078828;55.7659046;Чеховская;Серпуховско-Тимирязевская линия;5;5;
570;Чеховская, вход-выход 4 в вестибюль;37.6080783;55.765702;Чеховская;Серпуховско-Тимирязевская линия;5;5;
122;Аэропорт, выход 1 из северного вестибюля;37.5321144;55.8009779;Аэропорт;Замоскворецкая линия;;;
126;Динамо, выход из северного вестибюля;37.5566397;55.790543;Динамо;Замоскворецкая линия;;;
128;Динамо, выход из южного вестибюля;37.5597027;55.7889368;Динамо;Замоскворецкая линия;;;
130;Белорусская, выход из вестибюля;37.5821305;55.7775707;Белорусская;Замоскворецкая линия;;;
132;Маяковская, выход из северного вестибюля;37.594597;55.771119;Маяковская;Замоскворецкая линия;;;
133;Маяковская, вход-выход 1 в южный вестибюль;37.597155;55.769542;Маяковская;Замоскворецкая линия;4;4;
138;Новокузнецкая, выход из вестибюля;37.6290579;55.7424006;Новокузнецкая;Замоскворецкая линия;;;
76;Измайловская, вход-выход 2 в западный вестибюль;37.7798972;55.7876901;Измайловская;Арбатско-Покровская линия;1;1;
78;Измайловская, вход-выход 2 в восточный вестибюль;37.7833601;55.7877293;Измайловская;Арбатско-Покровская линия;2;2;
58;Киевская, вход 2 в вестибюль с площади;37.564826;55.743086;Киевская;Арбатско-Покровская линия;4;4;
61;Смоленская, выход 1 из вестибюля;37.583556;55.747894;Смоленская;Арбатско-Покровская линия;3;3;
64;Площадь Революции, выход из западного (объединенного) вестибюля;37.619705;55.756604;Площадь Революции;Арбатско-Покровская линия;;;
68;Бауманская, выход из вестибюля;37.679156;55.772378;Бауманская;Арбатско-Покровская линия;;;
70;Электрозаводская, выход из вестибюля;37.705227;55.781959;Электрозаводская;Арбатско-Покровская линия;;;
72;Семеновская, выход из вестибюля;37.719345;55.783123;Семёновская;Арбатско-Покровская линия;;;16.07.2018-05.09.2018
74;Партизанская, выход из вестибюля;37.749668;55.788419;Партизанская;Арбатско-Покровская линия;;;
100;Речной вокзал, выход из южного вестибюля;37.476757;55.854286;Речной вокзал;Замоскворецкая линия;;;
102;Водный стадион, выход из северного вестибюля;37.4863027;55.8405921;Водный стадион;Замоскворецкая линия;;;
104;Водный стадион, выход из южного вестибюля;37.487499;55.839147;Водный стадион;Замоскворецкая линия;;;
105;Войковская, вход-выход 1 в северный вестибюль;37.4967874;55.8196524;Войковская;Замоскворецкая линия;5;5;
112;Сокол, выход 1 из западного вестибюля;37.5153342;55.8054549;Сокол;Замоскворецкая линия;;;
114;Сокол, выход 2 из западного вестибюля;37.514484;55.8044414;Сокол;Замоскворецкая линия;;;
140;Павелецкая, выход 1 из вестибюля;37.6387336;55.7298459;Павелецкая;Замоскворецкая линия;;;
98;Речной вокзал, выход из северного вестибюля;37.475765;55.855784;Речной вокзал;Замоскворецкая линия;;;
141;Павелецкая, выход 2 из вестибюля;37.6384791;55.7298362;Павелецкая;Замоскворецкая линия;;;
334;Тургеневская, вход-выход 3 в вестибюль;37.6371339;55.7660845;Тургеневская;Калужско-Рижская линия;4;4;
335;Тургеневская, вход-выход 4 в вестибюль;37.6375314;55.7657457;Тургеневская;Калужско-Рижская линия;4;4;
338;Сухаревская, вход-выход 1 в вестибюль;37.6328063;55.7729952;Сухаревская;Калужско-Рижская линия;5;5;
339;Сухаревская, вход-выход 2 в вестибюль;37.6319533;55.7730522;Сухаревская;Калужско-Рижская линия;5;5;
343;Проспект Мира, выход 1 из вестибюля;37.6332921;55.7818013;Проспект Мира;Калужско-Рижская линия;;;
345;Рижская, выход из вестибюля;37.6359861;55.7923792;Рижская;Калужско-Рижская линия;;;
347;Алексеевская, выход из вестибюля;37.6385304;55.8077181;Алексеевская;Калужско-Рижская линия;;;19.07.2018-20.09.2018
353;ВДНХ, выход из северного вестибюля;37.641681;55.8223092;ВДНХ;Калужско-Рижская линия;;;
355;Ботанический сад, выход из южного вестибюля;37.6377148;55.8438661;Ботанический сад;Калужско-Рижская линия;;;
358;Ботанический сад, вход-выход 3 в северный вестибюль;37.6393029;55.846664;Ботанический сад;Калужско-Рижская линия;4;4;
222;Перово, вход-выход 6 в западный вестибюль;37.785092;55.7506879;Перово;Калининская линия;6;6;
225;Новогиреево, вход-выход 1 в западный вестибюль;37.815213;55.752147;Новогиреево;Калининская линия;6;6;
227;Новогиреево, вход-выход 3 в западный вестибюль;37.8143874;55.7518282;Новогиреево;Калининская линия;6;6;
230;Новогиреево, вход-выход 2 в восточный вестибюль;37.8188234;55.751609;Новогиреево;Калининская линия;7;7;
231;Новогиреево, вход-выход 3 в восточный вестибюль;37.8181855;55.7513073;Новогиреево;Калининская линия;7;7;
249;Тёплый стан, вход-выход 2 в южный вестибюль;37.5082986;55.6178525;Тёплый стан;Калужско-Рижская линия;5;5;
250;Тёплый стан, вход-выход 3 в южный вестибюль;37.5078859;55.6174952;Тёплый стан;Калужско-Рижская линия;5;5;
251;Тёплый стан, вход-выход 4 в южный вестибюль;37.5083041;55.6173485;Тёплый стан;Калужско-Рижская линия;5;5;
255;Тёплый стан, вход-выход 4 в северный вестибюль;37.5054604;55.620127;Тёплый стан;Калужско-Рижская линия;5;5;
257;Коньково, вход-выход 1 в южный вестибюль;37.5191258;55.6319047;Коньково;Калужско-Рижская линия;4;4;
260;Коньково, вход-выход 4 в южный вестибюль;37.5178067;55.6321937;Коньково;Калужско-Рижская линия;4;4;
263;Коньково, вход-выход 3 в северный вестибюль;37.5191636;55.6341265;Коньково;Калужско-Рижская линия;4;4;
266;Коньково, вход-выход 6 в северный вестибюль;37.5193886;55.6347764;Коньково;Калужско-Рижская линия;4;4;
268;Беляево, вход-выход 2 в южный вестибюль;37.5252102;55.64166;Беляево;Калужско-Рижская линия;4;4;
270;Беляево, вход-выход 4 в южный вестибюль;37.5259728;55.6417111;Беляево;Калужско-Рижская линия;4;4;
272;Беляево, вход-выход 2 в северный вестибюль;37.526597;55.6436215;Беляево;Калужско-Рижская линия;5;5;
274;Беляево, вход-выход 4 в северный вестибюль;37.5273536;55.6436769;Беляево;Калужско-Рижская линия;5;5;
283;Калужская, вход-выход 3 в северный вестибюль;37.541689;55.6576866;Калужская;Калужско-Рижская линия;3;3;
287;Новые Черёмушки, вход-выход 3 в южный вестибюль;37.5539665;55.669269;Новые Черёмушки;Калужско-Рижская линия;3;3;
289;Новые Черёмушки, вход-выход 2 в северный вестибюль;37.5551472;55.6710722;Новые Черёмушки;Калужско-Рижская линия;4;4;
389;Новослободская, выход из вестибюля;37.6010664;55.77942;Новослободская;Кольцевая линия;;;
391;Октябрьская, выход 1 из вестибюля кольцевой линии;37.610957;55.729146;Октябрьская;Кольцевая линия;;;
393;Проспект Мира, выход 2 из вестибюля;37.633592;55.7797496;Проспект Мира;Кольцевая линия;;;
276;Калужская, вход-выход 2 в южный вестибюль;37.539179;55.6564207;Калужская;Калужско-Рижская линия;4;4;
278;Калужская, вход-выход 4 в южный вестибюль;37.5400104;55.6561196;Калужская;Калужско-Рижская линия;4;4;
282;Калужская, вход-выход 2 в северный вестибюль;37.5408091;55.6579916;Калужская;Калужско-Рижская линия;3;3;
360;Свиблово, вход-выход 2 в южный вестибюль;37.65118;55.8546056;Свиблово;Калужско-Рижская линия;3;3;
365;Бабушкинская, вход-выход 2 в южный вестибюль;37.663208;55.868448;Бабушкинская;Калужско-Рижская линия;4;4;16.04.2018-07.06.2018
367;Бабушкинская, вход-выход 2 в северный вестибюль;37.6643751;55.8707105;Бабушкинская;Калужско-Рижская линия;4;4;
369;Бабушкинская, вход-выход 4 в северный вестибюль;37.665231;55.870572;Бабушкинская;Калужско-Рижская линия;4;4;
371;Медведково, выход из южного вестибюля;37.661323;55.8860095;Медведково;Калужско-Рижская линия;;;
373;Медведково, выход из северного вестибюля;37.6617139;55.8881393;Медведково;Калужско-Рижская линия;;;
385;Варшавская, вход-выход 2 в северный вестибюль;37.622029;55.6537746;Варшавская;Каховская линия;4;4;
386;Варшавская, вход-выход 3 в северный вестибюль;37.6223458;55.6537836;Варшавская;Каховская линия;4;4;
220;Перово, вход-выход 4 в западный вестибюль;37.7842983;55.7510022;Перово;Калининская линия;6;6;
291;Новые Черёмушки, вход-выход 4 в северный вестибюль;37.555662;55.670868;Новые Черёмушки;Калужско-Рижская линия;4;4;
293;Профсоюзная, вход-выход 2 в южный вестибюль;37.5616571;55.6771381;Профсоюзная;Калужско-Рижская линия;2;2;
295;Профсоюзная, вход-выход 4 в южный вестибюль;37.562204;55.676938;Профсоюзная;Калужско-Рижская линия;2;2;
297;Профсоюзная, вход-выход 2 в северный вестибюль;37.5634052;55.6787501;Профсоюзная;Калужско-Рижская линия;2;2;
299;Профсоюзная, вход-выход 4 в северный вестибюль;37.5639475;55.6785501;Профсоюзная;Калужско-Рижская линия;2;2;
301;Академическая, вход-выход 2 в южный вестибюль;37.5722186;55.6870202;Академическая;Калужско-Рижская линия;1;1;
303;Академическая, вход-выход 4 в южный вестибюль;37.5729207;55.6868261;Академическая;Калужско-Рижская линия;1;1;
305;Академическая, вход-выход 2 в северный вестибюль;37.5740988;55.6887732;Академическая;Калужско-Рижская линия;3;3;
306;Академическая, вход-выход 3 в северный вестибюль;37.5748037;55.6885839;Академическая;Калужско-Рижская линия;3;3;
309;Ленинский проспект, выход из южного вестибюля;37.5848694;55.7069319;Ленинский проспект;Калужско-Рижская линия;;;
311;Ленинский проспект, выход из северного вестибюля;37.5874188;55.7084539;Ленинский проспект;Калужско-Рижская линия;;;
313;Шаболовская, выход из вестибюля;37.6078527;55.7187168;Шаболовская;Калужско-Рижская линия;;;
315;Октябрьская, выход 1 из вестибюля;37.6128713;55.7311623;Октябрьская;Калужско-Рижская линия;;;10.05.2018-31.05.2018
320;Китай-город, вход-выход 4 в южный вестибюль;37.633673;55.753277;Китай-город;Калужско-Рижская линия;4;4;
323;Китай-город, вход-выход 7 в южный вестибюль;37.6333267;55.7531039;Китай-город;Калужско-Рижская линия;4;4;
329;Китай-город, вход-выход 6 в северный вестибюль;37.6318543;55.7570083;Китай-город;Калужско-Рижская линия;4;4;
332;Тургеневская, вход-выход 1 в вестибюль;37.6364586;55.7662971;Тургеневская;Калужско-Рижская линия;4;4;
333;Тургеневская, вход-выход 2 в вестибюль;37.6367156;55.7663251;Тургеневская;Калужско-Рижская линия;4;4;
421;Таганская, выход из вестибюля;37.6533707;55.742496;Таганская;Кольцевая линия;;;
423;Павелецкая, вход 2 в вестибюль;37.635997;55.731524;Павелецкая;Кольцевая линия;6;6;
424;Павелецкая, выход из вестибюля;37.6365634;55.7313938;Павелецкая;Кольцевая линия;;;
395;Белорусская, выход из западного вестибюля;37.5827264;55.7752944;Белорусская;Кольцевая линия;;;
425;Зябликово, вход-выход в южный вестибюль;37.7448722;55.611206;Зябликово;Люблинско-Дмитровская линия;6;2;
591;Петровско-Разумовская, выход из вестибюля;37.5752041;55.8366001;Петровско-Разумовская;Серпуховско-Тимирязевская линия;;;
593;Владыкино, выход из южного вестибюля;37.5894504;55.8460782;Владыкино;Серпуховско-Тимирязевская линия;;;
595;Владыкино, выход из северного вестибюля;37.5906357;55.8482237;Владыкино;Серпуховско-Тимирязевская линия;;;
597;Отрадное, вход-выход 2 в южный вестибюль;37.6035557;55.862482;Отрадное;Серпуховско-Тимирязевская линия;4;4;
697;Преображенская площадь, вход-выход 3 в южный вестибюль;37.7136586;55.7959432;Преображенская площадь;Сокольническая линия;5;5;
698;Преображенская площадь, вход-выход 4 в южный вестибюль;37.7139381;55.7953691;Преображенская площадь;Сокольническая линия;5;5;
430;Шипиловская, вход-выход 3 в южный вестибюль;37.7443096;55.6200017;Шипиловская;Люблинско-Дмитровская линия;1;2;
444;Братиславская, вход-выход 2 в южный вестибюль;37.7498276;55.6590471;Братиславская;Люблинско-Дмитровская линия;5;5;
466;Дубровка, вход-выход 2 в вестибюль;37.6769216;55.7180916;Дубровка;Люблинско-Дмитровская линия;5;5;
470;Римская, вход-выход 3 в вестибюль;37.680107;55.746918;Римская;Люблинско-Дмитровская линия;5;5;16.04.2018-08.05.2018
472;Чкаловская, вход 2 в вестибюль;37.6581527;55.7559672;Чкаловская;Люблинско-Дмитровская линия;9;9;
699;Преображенская площадь, вход-выход 5 в южный вестибюль;37.7142113;55.7952782;Преображенская площадь;Сокольническая линия;5;5;
704;Преображенская площадь, вход-выход 3 в северный вестибюль;37.7173709;55.796357;Преображенская площадь;Сокольническая линия;5;5;
705;Преображенская площадь, вход-выход 4 в северный вестибюль;37.717312;55.796439;Преображенская площадь;Сокольническая линия;5;5;
709;Черкизовская, выход из южного вестибюля;37.7450544;55.8027286;Черкизовская;Сокольническая линия;6;6;
724;Жулебино, вход-выход 4 в 1-й вестибюль;37.8542378;55.6842382;Жулебино;Таганско-Краснопресненская линия;3;3;
728;Лермонтовский проспект, вход-выход 1 в 1-й вестибюль;37.849848;55.702099;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
729;Лермонтовский проспект, вход-выход 2 в 1-й вестибюль;37.850545;55.701738;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
730;Лермонтовский проспект, вход-выход 3 в 1-й вестибюль;37.8510616;55.7029107;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
732;Лермонтовский проспект, вход-выход 2 во 2-й вестибюль;37.8525934;55.7005819;Лермонтовский проспект;Таганско-Краснопресненская линия;3;3;
598;Отрадное, вход-выход 3 в южный вестибюль;37.604135;55.862289;Отрадное;Серпуховско-Тимирязевская линия;4;4;
602;Бибирево, вход-выход 1 в южный вестибюль;37.6042175;55.8838921;Бибирево;Серпуховско-Тимирязевская линия;6;6;
605;Бибирево, вход-выход 4 в южный вестибюль;37.604883;55.883398;Бибирево;Серпуховско-Тимирязевская линия;6;6;
607;Бибирево, вход-выход 2 в северный вестибюль;37.601283;55.884411;Бибирево;Серпуховско-Тимирязевская линия;6;6;
609;Алтуфьево, вход-выход 2 в южный вестибюль;37.5865234;55.8969868;Алтуфьево;Серпуховско-Тимирязевская линия;6;6;
